190	37839,96847
191	37366,96886
192	37997,635
193	37366,96886
194	38943,63421
195	37839,96847
196	38470,63461
197	39258,96728
198	39258,96728
199	37682,30193
200	35790,30351
201	36105,63658
202	40835,63264
203	45565,6287
204	49191,95901
205	51872,29011
206	53606,62199
207	54867,95428
208	55340,95388
209	55656,28695
210	55340,95388
211	54867,95428
212	54079,6216
213	53133,62239
214	51872,29011
215	50295,62475
216	48718,9594
217	46984,62751
218	44934,96255
219	43042,96413
220	40993,29917
221	38785,96768
222	36736,30272
223	34528,97123
224	32636,9728
225	30744,97438
226	29168,30903
227	27591,64367
228	26172,64486
229	24753,64604
230	23649,98029
231	22388,64801
232	21284,98226
233	20338,98305
234	19235,3173
235	18289,31809
236	17343,31888
237	16554,9862
238	15608,98699
239	14820,65432
240	14189,98818
241	13401,6555
242	12770,98936
243	12140,32322
244	11667,32361
245	11036,65747
246	10563,65786
247	10090,65826
248	9617,658652
249	9302,325581
250	8986,992511
251	8513,992905
252	8198,659834
253	8040,993299
254	7725,660229
255	7410,327158
256	7252,660623
257	7094,994088
258	6937,327552
259	6779,661017
260	6779,661017
261	6621,994482
262	6621,994482
263	6621,994482
264	6621,994482
265	6621,994482
266	6779,661017
267	6779,661017
268	6937,327552
269	6937,327552
270	7094,994088
271	7252,660623
272	7410,327158
273	7567,993693
274	7725,660229
275	8040,993299
276	8198,659834
277	8356,32637
278	8671,65944
279	8829,325976
280	9144,659046
281	9459,992117
282	9617,658652
283	9932,991723
284	10090,65826
285	10405,99133
286	10563,65786
287	10878,99093
288	11036,65747
289	11351,99054
290	11667,32361
291	11824,99015
292	12140,32322
293	12455,65629
294	12770,98936
295	13086,32243
296	13401,6555
297	13716,98857
298	14032,32164
299	14347,65471
300	14662,98778
301	14820,65432
302	15135,98739
303	15293,65392
304	15451,32046
305	15608,98699
306	15766,65353
307	15766,65353
308	15766,65353
309	15608,98699
310	15451,32046
311	15293,65392
312	14978,32085
313	14662,98778
314	14189,98818
315	13716,98857
316	13243,98896
317	12770,98936
318	12140,32322
319	11509,65708
320	11036,65747
321	10405,99133
322	9775,325187
323	9144,659046
324	8671,65944
325	8198,659834
326	7725,660229
327	7252,660623
328	6937,327552
329	6621,994482
330	6306,661411
331	5991,328341
332	5833,661805
333	5518,328735
334	5518,328735
335	5360,662199
336	5202,995664
337	5202,995664
338	5045,329129
339	5045,329129
340	5045,329129
341	5045,329129
342	5045,329129
343	5202,995664
344	5202,995664
345	5202,995664
346	5360,662199
347	5360,662199
348	5518,328735
349	5518,328735
350	5675,99527
351	5675,99527
352	5833,661805
353	5991,328341
354	5991,328341
355	6148,994876
356	6306,661411
357	6306,661411
358	6464,327946
359	6621,994482
360	6779,661017
361	6779,661017
362	6937,327552
363	7094,994088
364	7252,660623
365	7410,327158
366	7410,327158
367	7567,993693
368	7725,660229
369	7883,326764
370	8040,993299
371	8198,659834
372	8198,659834
373	8356,32637
374	8513,992905
375	8671,65944
376	8829,325976
377	8829,325976
378	8986,992511
379	9144,659046
380	9302,325581
381	9302,325581
382	9459,992117
383	9617,658652
384	9617,658652
385	9775,325187
386	9775,325187
387	9932,991723
388	9932,991723
389	9932,991723
390	9932,991723
391	10090,65826
392	10090,65826
393	10090,65826
394	10090,65826
395	10090,65826
396	10090,65826
397	9932,991723
398	9932,991723
399	9932,991723
400	9775,325187
401	9775,325187
402	9617,658652
403	9617,658652
404	9459,992117
405	9302,325581
406	9144,659046
407	9144,659046
408	8986,992511
409	8829,325976
410	8671,65944
411	8356,32637
412	8198,659834
413	8040,993299
414	7883,326764
415	7567,993693
416	7410,327158
417	7252,660623
418	6937,327552
419	6779,661017
420	6621,994482
421	6306,661411
422	6148,994876
423	5991,328341
424	5675,99527
425	5518,328735
426	5360,662199
427	5045,329129
428	4887,662594
429	4729,996058
430	4572,329523
431	4414,662988
432	4256,996453
433	4099,329917
434	3941,663382
435	3783,996847
436	3626,330311
437	3468,663776
438	3468,663776
439	3310,997241
440	3310,997241
441	3153,330706
442	2995,66417
443	2995,66417
444	2995,66417
445	2837,997635
446	2837,997635
447	2837,997635
448	2837,997635
449	2837,997635
450	2837,997635
451	2837,997635
452	2837,997635
453	2837,997635
454	2837,997635
455	2837,997635
456	2837,997635
457	2837,997635
458	2837,997635
459	2995,66417
460	2995,66417
461	2995,66417
462	3153,330706
463	3153,330706
464	3153,330706
465	3310,997241
466	3310,997241
467	3310,997241
468	3468,663776
469	3468,663776
470	3626,330311
